,TSLA
12947,197.35
12948,197.27
12949,197.03
12950,196.96
12951,196.9
12952,196.8311
12953,196.99
12954,197.28
12955,197.2
12956,197.5
12957,197.73
12958,198.0
12959,198.01
12960,198.0
12961,198.0984
12962,198.0301
12963,197.9926
12964,197.97
12965,198.14
12966,198.08
12967,198.03
12968,197.81
12969,197.8992
12970,198.0
12971,197.99
12972,197.8992
12973,198.22
12974,198.05
12975,198.1922
12976,198.28
12977,198.3485
12978,198.4
12979,198.33
12980,198.5001
12981,198.541
12982,198.76
12983,198.8639
12984,198.985
12985,198.78
12986,198.64
12987,198.81
12988,198.83
12989,198.99
12990,199.1
12991,199.1757
12992,199.2
12993,199.229
12994,199.62
12995,199.6
12996,199.6874
12997,199.651
12998,199.82
12999,199.86
13000,200.003
13001,200.4
13002,200.584
13003,200.52
13004,200.635
13005,200.67
13006,200.9103
13007,200.6892
13008,200.6
13009,200.69
13010,200.7769
13011,200.6699
13012,200.75
13013,200.8491
13014,201.3099
13015,201.2575
13016,200.995
13017,201.28
13018,201.2855
13019,201.096
13020,201.2
13021,201.03
13022,200.9743
13023,200.805
13024,200.795
13025,200.59
13026,200.34
13027,200.1799
13028,200.0212
13029,199.8447
13030,200.27
13031,200.18
13032,200.17
13033,199.92
13034,200.06
13035,200.15
13036,200.0366
13037,200.21
13038,200.288
13039,200.18
13040,199.992
13041,199.94
13042,200.0814
13043,199.87
13044,199.73
13045,199.83
13046,199.89
13047,199.74
13048,199.8768
13049,199.95
13050,200.15
13051,200.19
13052,200.2
13053,200.3677
13054,200.25
13055,200.05
13056,200.0
13057,200.1
13058,200.01
13059,200.0
13060,200.08
13061,200.0
13062,200.06
13063,200.05
13064,200.15
13065,200.1749
13066,200.39
13067,200.3362
13068,200.4
13069,200.37
13070,200.45
13071,200.42
13072,200.63
13073,200.88
13074,200.91
13075,200.86
13076,200.75
13077,200.5898
13078,200.46
13079,200.47
13080,200.39
13081,200.06
13082,200.19
13083,200.11
13084,200.13
13085,199.88
13086,199.8
13087,199.72
13088,199.6
13089,199.4201
13090,199.073
13091,199.0318
13092,199.11
13093,199.21
13094,199.32
13095,199.42
13096,199.79
13097,199.51
13098,199.68
13099,199.44
13100,199.24
13101,199.42
13102,199.4
13103,199.35
13104,199.14
13105,199.12
13106,199.0
13107,199.04
13108,199.07
13109,198.95
13110,198.7
13111,198.556
13112,198.475
13113,198.28
13114,198.3972
13115,198.41
13116,198.38
13117,198.29
13118,198.475
13119,198.43
13120,198.71
13121,198.44
13122,198.26
13123,198.06
13124,198.0956
13125,198.17
13126,198.41
13127,198.27
13128,198.5
13129,198.215
13130,198.2
13131,198.2585
13132,198.065
13133,198.07
13134,198.135
13135,198.09
13136,198.025
13137,197.9084
13138,198.05
13139,198.12
13140,198.17
13141,198.16
13142,198.21
13143,198.17
13144,198.3949
13145,198.575
13146,198.57
13147,198.76
13148,198.92
13149,198.8606
13150,198.85
13151,198.8601
13152,198.77
13153,198.67
13154,198.9113
13155,198.8
13156,198.9
13157,198.98
13158,198.7568
13159,198.79
13160,198.89
13161,198.86
13162,198.68
13163,198.7182
13164,198.76
13165,199.1125
13166,198.88
13167,199.0
13168,198.74
13169,198.94
13170,198.9
13171,199.01
13172,199.08
13173,199.25
13174,199.16
13175,199.2092
13176,199.11
13177,199.36
13178,199.1956
13179,199.34
13180,199.36
13181,199.38
13182,199.3066
13183,199.24
13184,199.21
13185,199.1206
13186,199.33
13187,199.3
13188,198.95
13189,198.859
13190,198.8
13191,199.069
13192,198.9
13193,198.86
13194,198.96
13195,198.73
13196,198.6884
13197,198.87
13198,198.96
13199,198.93
13200,198.82
13201,198.82
13202,198.97
13203,198.77
13204,198.76
13205,198.64
13206,198.85
13207,198.79
13208,198.8024
13209,198.788
13210,198.84
13211,198.89
13212,198.86
13213,198.76
13214,198.7
13215,198.7199
13216,198.53
13217,198.21
13218,198.12
13219,198.2332
13220,198.1
13221,198.14
13222,198.3
13223,198.36
13224,198.37
13225,198.34
13226,198.33
13227,198.33
13228,198.2533
13229,198.31
13230,198.259
13231,198.29
13232,198.29
13233,198.2
13234,198.03
13235,198.06
13236,198.1
13237,198.17
13238,198.05
13239,198.15
13240,198.34
13241,198.4811
13242,198.55
13243,198.5
13244,198.51
13245,198.5445
13246,198.51
13247,198.4227
13248,198.2693
13249,198.23
13250,198.3
13251,198.11
13252,198.16
13253,198.11
13254,198.07
13255,198.15
13256,198.23
13257,198.2
13258,198.2199
13259,198.18
13260,198.3
13261,198.39
13262,197.824
13263,197.405
13264,196.8
13265,196.51
13266,195.95
13267,195.955
13268,196.31
13269,196.85
13270,197.39
13271,197.18
13272,197.33
13273,196.9055
13274,196.7606
13275,197.0
13276,197.01
13277,197.168
13278,196.635
13279,196.5
13280,196.44
13281,196.275
13282,196.18
13283,196.08
13284,195.9
13285,196.3891
13286,196.31
13287,196.21
13288,196.01
13289,195.89
13290,195.56
13291,195.96
13292,195.575
13293,195.6664
13294,195.85
13295,195.59
13296,195.52
13297,195.53
13298,195.875
13299,195.72
13300,195.79
13301,195.27
13302,195.15
13303,195.35
13304,195.13
13305,195.18
13306,195.44
13307,195.33
13308,195.24
13309,195.27
13310,195.16
13311,195.03
13312,195.2543
13313,195.01
13314,195.13
13315,194.8
13316,195.09
13317,195.0046
13318,194.635
13319,194.85
13320,194.666
13321,194.9436
13322,194.81
13323,194.9232
13324,195.2
13325,195.36
13326,195.25
13327,195.639
13328,195.4
13329,195.29
13330,195.21
13331,195.39
13332,195.32
13333,195.15
13334,195.0983
13335,194.94
13336,194.73
13337,194.6764
13338,194.828
13339,194.87
13340,194.54
13341,194.62
13342,194.55
13343,194.68
13344,194.642
13345,194.56
13346,194.6
13347,194.7275
13348,194.5536
13349,194.36
13350,194.12
13351,194.32
13352,194.19
13353,193.89
13354,194.1097
13355,194.06
13356,194.0201
13357,193.89
13358,193.99
13359,193.88
13360,193.808
13361,193.785
13362,193.565
13363,193.67
13364,193.6749
13365,193.8015
13366,193.75
13367,193.45
13368,193.55
13369,193.625
13370,193.565
13371,193.61
13372,193.7
13373,193.81
13374,193.8299
13375,193.98
13376,194.32
13377,194.4715
13378,194.42
13379,194.1
13380,194.09
13381,194.0
13382,193.97
13383,193.95
13384,193.83
13385,193.91
13386,194.0215
13387,194.065
13388,194.11
13389,193.8835
13390,193.8
13391,193.824
13392,194.25
13393,194.2407
13394,194.43
13395,194.27
13396,194.27
13397,194.23
13398,194.0301
13399,193.94
13400,194.15
13401,194.37
13402,194.4701
13403,194.42
13404,194.66
13405,194.81
13406,194.822
13407,194.89
13408,194.906
13409,194.9528
13410,195.09
13411,195.25
13412,195.27
13413,195.69
13414,195.38
13415,195.1221
13416,195.5292
13417,195.335
13418,195.4
13419,195.4501
13420,195.53
13421,195.76
13422,195.58
13423,195.4
13424,195.59
13425,195.445
13426,195.75
13427,195.551
13428,195.6225
13429,195.6274
13430,195.5475
13431,195.42
13432,195.31
13433,195.205
13434,195.16
13435,194.98
13436,195.0796
13437,195.23
13438,195.2536
13439,195.19
13440,195.03
13441,195.05
13442,194.87
13443,195.0
13444,195.0654
13445,195.0
13446,194.82
13447,195.0
13448,195.54
13449,195.585
13450,195.37
13451,195.08
13452,195.18
13453,195.03
13454,195.2592
13455,195.44
13456,195.27
13457,195.115
13458,195.08
13459,195.045
13460,195.0
13461,195.04
13462,195.0735
13463,194.76
13464,194.79
13465,194.9
13466,194.8495
13467,194.77
13468,194.99
13469,194.68
13470,194.86
13471,194.8
13472,194.72
13473,194.6759
13474,194.51
13475,194.55
13476,194.62
13477,194.622
13478,194.63
13479,194.8851
13480,194.73
13481,194.66
13482,194.82
13483,194.7657
13484,194.91
13485,194.88
13486,195.361
13487,195.375
13488,195.321
13489,195.125
13490,195.47
13491,195.482
13492,195.44
13493,195.2839
13494,195.13
13495,195.23
13496,195.259
13497,195.2
13498,195.3
13499,195.31
13500,195.1501
13501,195.518
13502,195.658
13503,195.652
13504,195.4
13505,195.03
13506,195.2399
13507,195.38
13508,195.28
13509,195.15
13510,195.4899
13511,195.2901
13512,195.23
13513,195.0847
13514,195.14
13515,195.02
13516,195.05
13517,195.0506
13518,195.088
13519,194.855
13520,195.02
13521,195.1532
13522,194.76
13523,194.68
13524,194.86
13525,194.718
13526,194.69
13527,194.6
13528,194.63
13529,194.555
13530,194.55
13531,194.5
13532,194.52
13533,194.58
13534,194.7207
13535,194.62
13536,194.52
13537,194.31
13538,194.7
13539,194.68
13540,194.81
13541,194.72
13542,194.87
13543,194.6
13544,194.65
13545,194.6609
13546,194.39
13547,194.22
13548,194.231
13549,194.39
13550,194.48
13551,194.67
13552,194.38
13553,194.45
13554,194.59
13555,194.7255
13556,194.5
13557,194.6
13558,194.649
13559,194.4
13560,194.55
13561,194.52
13562,194.41
13563,194.39
13564,194.22
13565,194.2
13566,194.33
13567,194.5075
13568,194.5
13569,194.52
13570,194.511
13571,194.42
13572,194.3601
13573,194.6
13574,194.5408
13575,194.74
13576,194.82
13577,194.7616
13578,194.68
13579,194.57
13580,194.7
13581,194.7268
13582,194.599
13583,194.6399
13584,194.45
13585,194.31
13586,194.5399
13587,194.4
13588,194.42
13589,194.48
13590,194.26
13591,194.4557
13592,194.4799
13593,194.37
13594,194.24
13595,194.36
13596,194.3
13597,194.33
13598,194.26
13599,194.38
13600,194.36
13601,194.38
13602,194.36
13603,194.33
13604,194.22
13605,194.15
13606,194.18
13607,194.415
13608,194.28
13609,194.28
13610,194.25
13611,194.68
13612,194.69
13613,194.93
13614,195.08900000000003
13615,194.76
13616,195.1
13617,195.15
13618,195.61
13619,195.64
13620,195.89
13621,195.7
13622,195.83
13623,195.74
13624,195.79
13625,195.89
13626,195.89
13627,195.83
13628,195.72
13629,195.76
13630,196.11
13631,195.95
13632,195.87
13633,195.63
13634,195.6272
13635,195.69
13636,195.76
13637,195.7254
13638,195.83
13639,195.781
13640,195.8
13641,196.2
13642,196.01
13643,195.96
13644,196.07
13645,196.22
13646,196.0994
13647,195.885
13648,195.92
13649,195.79
13650,196.05
13651,195.81
13652,196.7057
13653,196.919
13654,197.0
13655,197.23
13656,197.2
13657,197.19
13658,196.88
13659,196.5012
13660,196.9213
13661,196.4
13662,196.45
13663,196.325
13664,196.1
13665,196.36
13666,195.99
13667,196.0748
13668,195.6733
13669,195.96
13670,195.755
13671,195.69
13672,195.3
13673,195.11
13674,195.03
13675,195.37
13676,195.35
13677,195.3442
13678,195.9
13679,196.35
13680,196.0
13681,195.99
13682,196.32
13683,196.6815
13684,196.5399
13685,196.5
13686,196.5
13687,196.27
13688,196.42
13689,196.36
13690,196.6651
13691,196.85
13692,196.7176
13693,196.8
13694,196.805
13695,196.91
13696,196.32
13697,196.5788
13698,196.45
13699,196.35
13700,196.3
13701,196.18
13702,196.25
13703,196.0801
13704,196.43
13705,196.31
13706,196.4
13707,196.42
13708,196.4
13709,196.31
13710,196.48
13711,196.5825
13712,196.5
13713,196.38
13714,196.41
13715,196.47
13716,196.42
13717,196.3
13718,196.12
13719,196.03
13720,195.98
13721,195.82
13722,195.79
13723,195.917
13724,195.6
13725,195.48
13726,195.62
13727,195.6
13728,195.61
13729,195.71
13730,195.4847
13731,195.31
13732,195.495
13733,195.5
13734,195.61
13735,195.3
13736,195.29
13737,195.25
13738,195.225
13739,195.4961
13740,195.32
13741,195.69
13742,195.65
13743,195.989
13744,195.735
13745,195.75
13746,195.67
13747,195.86
13748,195.83
13749,195.852
13750,195.874
13751,195.85
13752,195.7
13753,195.76
13754,195.77
13755,196.15
13756,196.2
13757,196.05
13758,196.1079
13759,196.08
13760,196.0201
13761,196.14
13762,196.21
13763,196.23
13764,196.1345
13765,195.95
13766,196.14
13767,195.93
13768,195.95
13769,195.96
13770,195.9
13771,195.67
13772,195.52
13773,195.59
13774,195.65
13775,195.38
13776,195.364
13777,195.36
13778,195.51
13779,195.75
13780,195.82
13781,195.83
13782,195.84
13783,195.93
13784,195.87
13785,196.1
13786,196.08
13787,196.06
13788,196.005
13789,196.04
13790,196.08
13791,196.02
13792,196.08
13793,196.11
13794,196.08
13795,195.81
13796,195.9699
13797,195.955
13798,195.98
13799,196.04
13800,196.03
13801,196.263
13802,195.99
13803,196.17
13804,196.0104
13805,196.47
13806,196.51
13807,196.68
13808,196.4199
13809,196.5476
13810,196.5683
13811,196.59
13812,196.7281
13813,196.83
13814,196.75
13815,197.09
13816,197.0741
13817,197.229
13818,197.44
13819,197.1987
13820,197.0448
13821,197.36
13822,197.29
13823,197.17
13824,197.2
13825,197.04
13826,196.985
13827,196.98
13828,196.99
13829,197.0199
13830,196.8
13831,196.69
13832,196.7
13833,196.79
13834,196.895
13835,196.9999
13836,196.915
13837,196.7392
13838,196.7202
13839,196.66
13840,196.52
13841,196.44
13842,196.29
13843,196.23
13844,196.31495
13845,196.3999
13846,196.525
13847,196.53
13848,196.5145
13849,196.4893
13850,196.525
13851,196.5999
13852,196.4779
13853,196.36
13854,196.48
13855,196.5099
13856,196.4
13857,196.54
13858,196.6199
13859,196.58
13860,196.6699
13861,196.67
13862,196.61
13863,196.525
13864,196.68
13865,196.52
13866,196.4861
13867,196.53
13868,196.58
13869,196.7899
13870,196.79
13871,196.64
13872,196.7599
13873,196.6996
13874,196.6899
13875,196.7599
13876,196.7027
13877,196.83
13878,196.92
13879,196.864
13880,196.78
13881,196.81
13882,196.92
13883,196.96
13884,197.1
13885,197.18
13886,197.192
13887,197.33
13888,197.2425
13889,197.3692
13890,197.3
13891,197.47
13892,197.5441
13893,197.5892
13894,197.67
13895,197.541
13896,197.45
13897,197.37
13898,197.46
13899,197.52
13900,197.51
13901,197.55
13902,197.43
13903,197.489
13904,197.4
13905,197.39
13906,197.31
13907,197.39
13908,197.36
13909,197.43
13910,197.28
13911,197.246
13912,197.26
13913,197.236
13914,197.22
13915,197.20205
13916,197.1841
13917,197.15
13918,197.2
13919,197.21
13920,197.156
13921,197.03
13922,197.2
13923,197.0401
13924,197.0
13925,197.0
13926,196.96
13927,196.9
13928,196.89
13929,196.871
13930,196.6
13931,196.56
13932,196.548
13933,196.358
13934,196.351
13935,196.49
13936,196.66
13937,196.53
13938,196.5301
13939,196.7496
13940,196.9199
13941,196.811
13942,196.8
13943,196.7201
13944,197.07
13945,197.05
13946,197.05
13947,197.019
13948,197.0
13949,196.83
13950,196.99
13951,196.83
13952,196.908
13953,197.0
13954,196.9904
13955,196.78
13956,196.98
13957,196.84
13958,196.89
13959,196.99
13960,196.9
13961,196.79
13962,196.98
13963,197.289
13964,197.3
13965,197.345
13966,197.39
13967,197.355
13968,197.32
13969,197.4
13970,197.42
13971,197.5
13972,197.65
13973,197.58
13974,197.67
13975,197.4
13976,197.52
13977,197.62
13978,197.68
13979,197.85
13980,197.9248
13981,197.8038
13982,197.64
13983,197.52
13984,197.52
13985,197.66
13986,197.51
13987,197.37
13988,197.3501
13989,197.48
13990,197.36
13991,197.35
13992,197.28
13993,197.3801
13994,197.28
13995,197.44
13996,197.135
13997,197.16
13998,196.825
13999,197.1
14000,197.02
14001,197.03
14002,196.97
14003,196.795
14004,196.7141
14005,196.665
14006,196.68
14007,196.64
14008,196.65
14009,196.5
14010,196.51
14011,196.54
14012,196.74
14013,196.6
14014,196.6
14015,196.505
14016,196.46
14017,196.34
14018,196.37
14019,196.31
14020,196.3863
14021,196.38
14022,196.42
14023,196.33
14024,196.5999
14025,196.62
14026,196.71
14027,196.57
14028,196.41
14029,196.4
14030,196.42
14031,196.42
14032,196.31
14033,196.42
14034,196.34
14035,196.46
14036,196.32
14037,196.34
14038,196.26
14039,196.23
14040,196.41
14041,196.5668
14042,196.885
14043,196.74
14044,197.2
14045,197.0
14046,197.1
14047,196.966
14048,196.5559
14049,196.62
14050,196.75
14051,196.7701
14052,196.91
14053,196.93
14054,197.3599
14055,197.5
14056,197.14
14057,197.29
14058,197.06
14059,197.28
14060,197.1
14061,197.22
14062,197.082
14063,197.28
14064,197.0706
14065,197.16
14066,197.0793
14067,197.235
14068,197.0935
14069,196.755
14070,196.8638
14071,196.71
14072,196.91
14073,197.2691
14074,197.44
14075,197.42
14076,197.82
14077,197.66
14078,197.47
14079,197.6092
14080,197.4
14081,197.33
14082,197.34
14083,197.23
14084,197.21
14085,197.1501
14086,197.39
14087,197.421
14088,197.45
14089,197.62
14090,197.48
14091,197.82
14092,197.74
14093,197.695
14094,197.7099
14095,197.545
14096,197.75
14097,197.804
14098,197.73
14099,197.78
14100,197.81
14101,197.88
14102,197.75
14103,197.95
14104,197.94
14105,197.92
14106,198.19
14107,198.28
14108,198.3049
14109,198.3
14110,198.37
14111,198.06
14112,197.904
14113,198.09
14114,198.32
14115,198.25
14116,198.389
14117,198.2608
14118,198.29
14119,198.75
14120,198.69
14121,198.754
14122,198.82
14123,198.82
14124,198.67
14125,198.78
14126,198.6775
14127,198.69
14128,198.54
14129,198.79
14130,198.87
14131,198.7836
14132,198.72
14133,198.493
14134,198.5799
14135,198.54
14136,198.69
14137,198.46
14138,198.965
14139,198.91
14140,198.84
14141,198.95
14142,198.92
14143,198.88
14144,199.01
14145,199.08
14146,199.4
14147,199.4
14148,199.38
14149,199.4
14150,199.35
14151,199.403
14152,199.64
14153,199.5433
14154,199.43
14155,199.59
14156,199.5716
14157,199.465
14158,199.45
14159,199.63
14160,199.56
14161,199.84
14162,199.84
14163,199.7
14164,199.82
14165,199.82
14166,199.9099
14167,199.879
14168,199.92
14169,200.16
14170,199.97
14171,200.0
14172,200.14
14173,200.24
14174,200.415
14175,200.5
14176,200.64
14177,200.61
14178,200.58
14179,200.53
14180,200.55
14181,200.83
14182,200.78
14183,200.8635
14184,200.8999
14185,200.88
14186,201.055
14187,201.02
14188,201.06
14189,200.8
14190,200.5784
14191,200.14
14192,200.4
14193,200.3
14194,200.23
14195,200.37
14196,201.0
14197,201.19
14198,201.1
14199,201.16
14200,201.37
14201,201.12
14202,201.21
14203,201.2196
14204,201.2581
14205,201.255
14206,200.96
14207,201.22
14208,201.25
14209,201.228
14210,200.97
14211,200.99
14212,200.87
14213,200.74
14214,200.63
14215,200.79
14216,200.72
14217,200.6009
14218,200.16
14219,200.2
14220,200.3
14221,200.42
14222,200.51
14223,200.63
14224,200.59
14225,200.66
14226,200.3663
14227,200.37
14228,200.241
14229,200.36
14230,200.36
14231,200.27
14232,200.13
14233,200.06
14234,199.82
14235,200.0036
14236,200.02
14237,200.08
14238,200.115
14239,200.13
14240,200.0899
14241,200.1
14242,200.02
14243,199.9216
14244,199.87
14245,199.86
14246,199.96
14247,200.141
14248,200.2
14249,200.41
14250,200.53
14251,200.85
14252,200.87
14253,200.94
14254,200.91
14255,201.67
14256,201.02
14257,201.25
14258,201.175
14259,201.23
14260,201.335
14261,201.41
14262,201.42
14263,201.5
14264,201.5
14265,201.4
14266,201.21
14267,201.355
14268,201.3
14269,201.52
14270,201.5
14271,201.385
14272,201.4
14273,201.4624
14274,201.41
14275,201.5
14276,201.4
14277,201.29
14278,201.56
14279,201.37
14280,201.3
14281,201.39
14282,201.32
14283,201.32
14284,201.27
14285,201.3
14286,201.2491
14287,200.985
14288,200.97
14289,201.11
14290,201.09
14291,201.0
14292,201.12
14293,201.16
14294,201.4
14295,201.30900000000003
14296,201.13
14297,201.05
14298,201.13
14299,201.13
14300,201.17
14301,201.0701
14302,201.06
14303,201.08
14304,201.129
14305,201.19
14306,201.19
14307,201.11
14308,201.095
14309,201.11
14310,201.17
14311,201.13
14312,201.2201
14313,201.22
14314,201.3
14315,201.34
14316,201.33
14317,201.355
14318,201.393
14319,201.45
14320,201.5675
14321,201.473
14322,201.46
14323,201.47
14324,201.35
14325,201.4999
14326,201.4899
14327,201.5776
14328,201.54
14329,201.53
14330,201.855
14331,201.69
14332,201.87
14333,201.9799
14334,202.06
14335,202.31
14336,202.4
14337,202.45
14338,202.45
14339,202.45
14340,202.1935
14341,201.99
14342,201.8348
14343,201.9068
14344,201.9208
14345,201.87
14346,201.96
14347,201.95
14348,201.87
14349,201.8864
14350,201.84
14351,201.82
14352,201.825
14353,201.77
14354,201.5572
14355,201.49
14356,201.5
14357,201.4532
14358,201.33
14359,201.36
14360,201.3585
14361,201.26
14362,201.31
14363,201.3
14364,201.28
14365,201.4
14366,201.46
14367,201.62
14368,201.6318
14369,201.4
14370,201.315
14371,201.3113
14372,201.37
14373,201.4
14374,201.5
14375,201.5
14376,201.49
14377,201.54
14378,201.33
14379,201.2106
14380,200.96
14381,200.68
14382,200.74
14383,200.8645
14384,200.81
14385,200.83
14386,200.83
14387,200.8
14388,200.556
14389,200.55
14390,200.665
14391,200.565
14392,200.4824
14393,200.39
14394,200.31
14395,200.2541
14396,200.37
14397,200.315
14398,200.49
14399,200.4
14400,200.4
14401,200.41
14402,200.45
14403,200.53
14404,200.49
14405,200.4
14406,200.465
14407,200.48
14408,200.3901
14409,200.47
14410,200.52
14411,200.34
14412,200.415
14413,200.52
14414,200.55
14415,200.45
14416,200.46
14417,200.17
14418,200.3
14419,200.21
14420,200.37
14421,200.48
14422,200.35
14423,200.28
14424,200.28
14425,200.31
14426,200.37
14427,200.38
14428,200.37
14429,200.29
14430,200.42
14431,200.2
14432,199.09
14433,199.515
14434,199.64
14435,199.54
14436,200.04
14437,200.26
14438,199.61
14439,199.32
14440,199.4464
14441,199.57
14442,199.47
14443,199.42
14444,199.15
14445,199.46
14446,199.345
14447,199.28
14448,199.34
14449,199.2648
14450,199.39
14451,199.4
14452,199.4
14453,199.03
14454,199.39
14455,199.5
14456,199.5
14457,199.733
14458,199.9979
14459,199.705
14460,199.94
14461,199.9684
14462,199.9
14463,199.7325
14464,199.71
14465,199.6001
14466,199.57
14467,199.51
14468,199.58
14469,199.5171
14470,199.64
14471,199.779
14472,199.75
14473,199.73
14474,199.79
14475,199.95
14476,199.91
14477,200.215
14478,200.83
14479,200.7855
14480,200.38
14481,200.18
14482,200.04
14483,200.05
14484,200.06
14485,199.83
14486,199.655
14487,199.735
14488,199.97
14489,199.8906
14490,200.34
14491,200.15
14492,200.275
14493,200.3
14494,200.15
14495,200.3
14496,200.21
14497,200.15
14498,200.265
14499,200.64
14500,200.9
14501,200.76
14502,200.92
14503,201.0
14504,201.18
14505,201.1992
14506,201.18
14507,201.18
14508,201.3644
14509,201.42
14510,201.3072
14511,201.21
14512,201.1796
14513,201.47
14514,201.3822
14515,201.27
14516,201.395
14517,201.39
14518,201.18
14519,201.22
14520,201.02
14521,201.105
14522,201.0772
14523,201.085
14524,201.05
14525,201.05
14526,200.875
14527,200.9445
14528,201.06
14529,201.2359
14530,201.195
14531,201.2739
14532,201.3268
14533,201.87
14534,201.98
14535,201.98
14536,202.33
14537,202.5
14538,202.17
14539,202.31
14540,202.8
14541,202.89
14542,202.8799
14543,203.36
14544,203.5899
14545,203.62
14546,203.39
14547,203.38
14548,203.1045
14549,202.782
14550,202.8423
14551,202.8174
14552,202.84
14553,202.73
14554,202.79
14555,203.0
14556,203.116
14557,203.3575
14558,203.29
14559,203.24
14560,203.423
14561,203.2598
14562,203.34
14563,203.41
14564,203.4525
14565,203.4
14566,203.2
14567,203.28
14568,203.2186
14569,203.195
14570,203.1552
14571,203.04
14572,203.13
14573,202.94
14574,202.9279
14575,202.9
14576,202.9
14577,202.95
14578,203.0
14579,203.011
14580,203.31
14581,203.24
14582,203.07
14583,203.151
14584,203.1699
14585,203.04
14586,203.0571
14587,203.1
14588,203.13
14589,203.141
14590,203.03
14591,203.08
14592,203.0999
14593,203.09
14594,202.91
14595,202.91
14596,202.9
14597,202.82
14598,202.9548
14599,203.0243
14600,203.1592
14601,203.38
14602,203.37
14603,203.437
14604,203.607
14605,203.8989
14606,203.96
14607,203.92
14608,203.9065
14609,203.69
14610,203.4783
14611,203.713
14612,203.493
14613,203.6089
14614,203.635
14615,203.69
14616,203.46
14617,203.68
14618,203.6399
14619,203.45
14620,203.53
14621,203.2721
14622,203.41
14623,203.475
14624,203.49
14625,203.49
14626,203.4392
14627,203.5
14628,203.48
14629,203.65
14630,203.48
14631,203.586
14632,203.6805
14633,203.72475
14634,203.769
14635,203.64
14636,203.6431
14637,203.69
14638,203.7621
14639,203.747
14640,203.66
14641,203.71
14642,203.75
14643,203.69
14644,203.75
14645,203.6599
14646,203.43
14647,203.2599
14648,203.2839
14649,203.2415
14650,203.33
14651,203.3584
14652,203.355
14653,203.35
14654,203.18
14655,203.08
14656,203.2922
14657,203.22
14658,203.2
14659,203.16
14660,203.18
14661,203.2
14662,203.07
14663,203.1372
14664,203.11
14665,203.24
14666,203.19
14667,203.1
14668,203.245
14669,203.1312
14670,203.09
14671,203.14
14672,203.14
14673,203.16
14674,203.16
14675,203.077
14676,203.04
14677,203.14
14678,203.21
14679,203.09
14680,203.0
14681,203.0001
14682,202.8956
14683,202.82
14684,202.7
14685,202.52
14686,202.48
14687,202.6501
14688,202.7072
14689,202.899
14690,202.8165
14691,202.83325
14692,202.85
14693,202.8505
14694,202.87
14695,202.92
14696,202.93
14697,202.83
14698,202.7
14699,202.845
14700,203.1
14701,202.99
14702,202.95
14703,203.1
14704,203.18
14705,203.21
14706,203.29
14707,203.46
14708,203.407
14709,203.4592
14710,203.36
14711,203.4
14712,203.35
14713,203.5
14714,203.46
14715,203.45
14716,203.49
14717,203.58
14718,203.54
14719,203.5
14720,203.518
14721,203.62
14722,203.5848
14723,203.6
14724,203.68
14725,203.62
14726,203.49
14727,203.56
14728,203.61
14729,203.675
14730,203.74
14731,203.7716
14732,203.852
14733,203.8
14734,203.7589
14735,203.8
14736,203.81
14737,203.76
14738,203.75
14739,203.7775
14740,203.75
14741,203.88
14742,203.8848
14743,203.9501
14744,203.95
14745,203.92
14746,203.8723
14747,203.9801
14748,204.28
14749,204.4999
14750,204.3299
14751,204.32
14752,204.17
14753,204.39
14754,204.33
14755,204.2
14756,204.1658
14757,204.279
14758,204.32
14759,204.26
14760,204.2705
14761,204.33
14762,204.29
14763,204.5
14764,204.46
14765,204.49
14766,204.781
14767,204.805
14768,204.9
14769,204.97
14770,204.91
14771,204.96
14772,204.95
14773,205.026
14774,205.04
14775,205.15
14776,205.1099
14777,204.88
14778,204.8
14779,204.82
14780,204.99
14781,204.94
14782,205.05
14783,205.064
14784,205.03
14785,204.98
14786,204.985
14787,205.0
14788,205.1425
14789,205.17
14790,205.19
14791,205.2236
14792,205.18
14793,205.28
14794,205.306
14795,205.3
14796,205.4099
14797,205.36
14798,205.291
14799,205.245
14800,205.21
14801,205.22
14802,205.2
14803,205.13
14804,205.28
14805,205.27
14806,205.25
14807,205.2
14808,205.22
14809,205.16
14810,205.48
14811,205.295
14812,205.29
14813,205.17
14814,205.1501
14815,205.25
14816,205.26
14817,205.17
14818,205.14
14819,205.1599
14820,205.4
14821,206.97
14822,206.686
14823,206.33
14824,205.8
14825,205.5
14826,205.3962
14827,205.04
14828,205.3588
14829,205.635
14830,205.57
14831,205.63
14832,206.3233
14833,206.58900000000003
14834,206.555
14835,206.43
14836,206.665
14837,207.1214
14838,206.99
14839,206.866
14840,207.395
14841,207.68
14842,207.695
14843,207.77
14844,208.67
14845,208.88
14846,208.78
14847,208.8
14848,208.76
14849,209.23
14850,209.26
14851,209.04
14852,208.88
14853,208.7692
14854,208.6195
14855,208.47
14856,208.225
14857,208.28
14858,208.24
14859,208.62
14860,208.7
14861,208.69
14862,208.29
14863,208.05
14864,207.9201
14865,207.67
14866,207.66
14867,207.6885
14868,207.7114
14869,207.78
14870,207.5892
14871,207.23
14872,207.01
14873,207.19
14874,207.2
14875,207.03
14876,207.28
14877,207.67
14878,207.41
14879,207.545
14880,207.8458
14881,207.8
14882,208.0232
14883,208.1828
14884,208.3266
14885,208.15
14886,208.0701
14887,207.8899
14888,207.557
14889,207.7
14890,207.73
14891,207.63
14892,207.6223
14893,207.4
14894,207.42
14895,207.64
